name,id_author,gender
Didier Henry,355,male
Abdelhamid Boudane,356,male
Said Jabbour,357,male
Lakhdar Sais,358,male
Yakoub Salhi,359,male
Dominique Cardon,360,Non indicatif
Hosna Ouni,361,female
Arnaud Martin,362,male
Laetitia Gros,363,female
Mouloud Kharoune,364,male
Zoltan Miklos,365,male
Nicolas Dugué,366,male
Jean-Charles Lamirel,367,male
Noureddine Azzouza,368,male
Karima Akli-Astouati,369,female
Samy Ait-Bachir,370,male
Amira Oussalah,371,female
Christophe Brouard,372,male
Christian Pomot,373,male
Maisa Cristina Duarte,374,female
Franck Meyer,375,male
Sylvie Tricot,376,female
Wissam Siblini,377,female
Mounia Lalmas,378,female
Julio Cesar Dos Reis,379,male
Younes Abid,380,male
Abdessamad Imine,381,male
Marc Rigolot,382,male
Michaël Rusinowitch,383,male
Bruno Guerraz,384,male
Dominique Gay,385,Non indicatif
Eric Kergosien,386,male
Marie-Noëlle Bessagnet,387,female
Christian Sallaberry,388,male
Annig Le Parc - Lacayrelle,389,female
Albert Royer,390,male
Sofiane Bouzid,391,male
Adrian Tanasescu,392,male
Louis-Victor Pasquier,393,male
Suzanne Pinson,394,female
Yoanne Didry,395,male
Benoît Otjacques,396,male
Rallou Thomopoulos,397,female
Sébastien Gaucel,398,male
Bernard Moulin,399,male
Cédric Dray,400,male
Philippe Valet,401,male
Coriane Nana Jipmo,402,female
Nacéra Bennacer,403,female
Ahmed Cheriat,404,male
Lydia Boudjeloud,405,female
Dhouha-Grissa,406,female
Blandine Comte,407,female
Estelle Pujos-Guillot,408,female
Sandra Bringay,409,female
Jérôme Azé,410,male
Frédéric Rayar,411,male
Sabine Barrat,412,female
Fatma Bouali,413,female
Gilles Venturini,414,male
M. Nidhal Jelassi,415,male
Sadok Ben Yahia,416,male
Quentin Labernia,417,male
Victor Codocedo,418,male
Celine Robardet,419,female
Olivier Cavadenti,420,male
Julien Aligon,421,male
Fabrice Guillet,422,male
Julien Blanchard,423,male
Fabien Picarougne,424,male
Clément Iphar,425,male
Aldo Napoli,426,male
Lucile Sautot,427,female
Sandro Bimonte,428,male
Ludovic Journaux,429,male
Arnaud Larrère,430,male
Kévin Saint-Paul,431,male
Bruno Faivre,432,male
Aurélien Bossard,433,male
Mario Cataldi,434,male
Myriam Lamolle,435,female
Chan Le Duc,436,male
Peggy Cellier,437,female
Sébastien Ferré,438,male
Annie Foret,439,female
Olivier Ridoux,440,male
Amadou Fall Dia,441,male
Zakia Kazi Aoul,442,female
Aliou Boly,443,male
Yoann Dupont,444,male
Isabelle Tellier,445,female
Christian Lautier,446,male
Marco Dinarelli,447,male
Jérôme Euzenat,448,male
Julien Subercaze,449,male
Christophe Gravier,450,male
Frédérique Laforest,451,female
Ali Jaffal,452,male
Bénédicte Le Grand,453,female
Manuele Kirsh-Pinheiro,454,male
Benjamin Billet,455,male
David Fernandez,456,male
Didier Parigot,457,male
Toon Calders,458,male
Abdoul-Djawadou Salaou,459,male
Yves Moinard,460,male
Torsten Schaub,461,male
Hatim Chahdi,462,male
Nistor Grozavu,463,male
Younès Bennani,464,male
Jean Petit,465,male
Jean-Charles Risch,466,male
Wedjene Khiari,467,female
Mathieu Roche,468,male
Asma Bouhafs Hafsia,469,female
Cristina Nica,470,female
Agnès Braud,471,female
Xavier Dolques,472,male
Marianne Huchard,473,female
Florence Le Ber,474,female
Zina Bouattou,475,female
Robert Laurini,476,male
Hafida Belbachir,477,female
Yves Mercadier,478,male
Jessica Pinaire,479,female
Marcin Detyniecki,480,male
Saso Dzeroski,481,male
Sathya Prabhu Kumar,482,female
Eric Gressier-Soudan,483,male
Houda Zaidi,484,female
Faouzi Boufarès,485,male
Yann Pollet,486,male
Nicolas Lachiche,487,male
Alain Shakour,488,male
Amine Abdaoui,489,male
Mohamed Nader Jelassi,490,male
Baptiste de La Robertie,491,male
Yoann Pitarch,492,male
Lionel Martin,493,male
Matthieu Exbrayat,494,male
Teddy Debroutelle,495,male
Aladine Chetouani,496,male
Sylvie Treuillet,497,female
Sébastien Jesset,498,male
Thanh-Nghi Do,499,male
François Poulet,500,male
Djamal Belkasmi,501,male
Allel HadjAli,502,male
Hamid Azzoune,503,male
Julien Cumin,504,male
Jean-Marc Petit,505,male
Fabien Rouge,506,male
Vasile-Marian Scuturici,507,male
Christian Surace,508,male
Sabine Surdu,509,female
Asma Gharbi,510,female
Cyril de Runz,511,male
Sami Faiz,512,male
Mira Abboud,513,female
Hala Naja,514,female
Mourad Oussalah,515,male
Mohamad Dbouk,516,male
Gaël Bardury,517,male
Teddy Boula,518,male
Rafik Abdesselam,519,male
Jules Chevalier,520,male
Sébastien Da Silva,521,male
Claire Lavigne,522,female
Mojdeh Soltanmohammadi,523,female
Thérèse Libourel,524,female
Christophe Fagot,525,male
Edmundo-Pavel Soriano-Morales,526,male
Ciprian-Octavian Truica,527,male
Tias Guns,528,male
Pierre-Loup Barazzutti,529,male
Amélie Cordier,530,female
Béatrice Fuchs,531,female
Otman Manad,532,male
Nourredine Aliane,533,male
Gilles Bernard,534,male
Guillaume Cabanac,535,male
Gilles Hubert,536,male
Hong Diep Tran,537,Non indicatif
Cécile Favre,538,female
Rabah Mazouzi,539,male
Rabih Taleb,540,male
Lynda Seddiki,541,female
Kevin Guelton,542,male
Céline Alec,543,female
Chantal Reynaud,544,female
Brigitte Safar,545,female
Fatma Chamekh,546,female
Danielle Boulanger,547,female
Guilaine Talens,548,female
Quentin Brabant,549,male
Fabien Labernia,550,male
Samir Amir,551,male
Djamel Abdelkader Zighed,552,male
Aimene Belfodil,553,male
Marc Plantevit,554,male
Julien Zarka,555,male
Perrine Pittet,556,female
Kenza Kellou-Menouer,557,female
Zoubida Kedad,558,female
Thomas Dietenbeck,559,male
Ahlem Othmani,560,female
Marco Attene,561,male
Jean-Marie Favreau,562,male
Marion Moulinou,563,female
Mohamed Dermouche,564,male
Eric Fourboul,565,male
Brice Olivier,566,male
David Pierrot,567,male
Nouria Harbi,568,female
Mohamed Chebel,569,male
Chiraz Latiri,570,female
Clément Charnay,571,male
Morten Middelfart,572,male
David Taniar,573,male
Thomas Baudel,574,male
Violaine Antoine,575,female
David Werner,576,male
Christophe Cruz,577,male
Mohammed Ghesmoune,578,male
Pierre Maillot,579,male
David Genest,580,male
Patricia Conde-Céspedes,581,female
Jean-François Marcotorchino,582,male
Emmanuel Viennet,583,male
Blaise Hanczar,584,male
Lougmiri Zekri,585,male
Hadjer Belaicha,586,female
William Correa Beltran,587,male
Hélène Jaudoin,588,female
Olivier Pivert,589,male
Jérémy Ferrero,590,male
Alain Simac-Lejeune,591,male
Natalia Grabar,592,female
Niña Kerry,593,female
Fethi Belghaouti,594,male
Amel Bouzeghoub,595,male
Zakia Kazi-aoul,596,female
Kheira Mechach,597,female
Mustapha Kamel Abdi,598,male
Chengcheng Mu,599,male
Jérémy Sanhes,600,male
Elisabeth Métais,601,female
C. Thao,602,female
R. Trinquart,603,male
Laura Giustarini,604,female
Olivier Faber,605,male
Renaud Hostache,606,male
Ivonne Trebs,607,female
Fadhela Kerdjoudj,608,female
Cédric Pruski,609,male
Chantal Reynaud-Delaître,610,female
Jordan Frery,611,male
Mihaela Juganaru-Mathieu,612,female
Benjamin Gras,613,male
Armelle Brun,614,female
Anne Boyer,615,female
Meryem Talha,616,female
Siham Boulaknadel,617,female
Driss Aboutajdine,618,male
Papantoniou Katerina,619,female
Athanasiadis Marios - Lazaros,620,male
Fundulaki Irini,621,female
Georgis Christos,622,male
Stavrakas Yannis,623,male
Troullinos Michalis,624,male
Tsitsanis Anastasios,625,male
Ioanna Giannopoulou,626,female
Torben Bach Pedersen,627,male
Yuichiro Kase,628,male
Takao Miura,629,male
Tugdual Sarazin,630,male
Meriem Amina Zingla,631,female
Mohamed Ettaleb,632,male
Yahia Slimani,633,male
Aghiles Salah,634,male
Nicoleta Rogovschi,635,female
François Role,636,male
Bertjan Broeksema,637,male
Bruno Crémilleux,638,male
Lionel Tabourier,639,male
Anne-Sophie Libert,640,female
Renaud Lambiotte,641,male
Ted Gueniche,642,male
Philippe Fournier-Viger,643,male
Ilef Ben Slima,644,male
Amel Borgi,645,male
Sayda Elmi,646,female
Karim Benouaret,647,male
Mohamed Anis Bach Tobji,648,male
Boutheina Ben Yaghlane,649,female
Vincent Besson,650,male
Alain Berger,651,male
Manel Achichi,652,male
Zohra Bellahsene,653,female
Konstantin Todorov,654,male
Dan Simovici,655,male
Rosanne Vetro,656,female
Kaixun Hua,657,male
Charles Bouveyron,658,male
Julien Jacques,659,male
Marc Legeay,660,male
Stéphane Loiseau,661,male
Issam Falih,662,male
Manel Hmimida,663,male
Rushed Kanawati,664,male
Mariem Mahfoudh,665,female
Laurent Thiry,666,male
Sandra Mellot,667,female
Tony Bourdier,668,male
Moez Baccouche,669,male
Mahfoud Bala,670,male
Oussama Mokeddem,671,male
Zaia Alimazighi,672,male
Rami BELKAROUI,673,male
Aymen Elkhlifi,674,male
Marc Le Pouliquen,675,male
Fabien De Marchi,676,male
Moustafa Bensafi,677,male
Masaharu Hirota,678,male
Masaki Endo,679,male
Shohei Yokoyama,680,male
Hiroshi Ishikawa,681,male
Zakaria Boulouard,682,male
Amine El Haddadi,683,male
Anass El Haddadi,684,male
Lahcen Koutti,685,male
Abdelhadi Fennan,686,male
Romain Tavenard,687,male
Thomas Hecht,688,male
Patrice Buche,689,male
Juliette Dibie-Barthélemy,690,female
Liliana Ibanescu,691,female
Cássia Trojahn dos Santos,692,female
Benjamin Duthil,693,male
Mickaël Coustaty,694,male
Vincent Courboulay,695,male
Jean-Marc Ogier,696,male
Billel Arres,697,male
Nadia Kabachi,698,female
Fadila Bentayeb,699,female
Adrien Guilhot-Gaudeffroy,700,male
Julie Bernauer,701,female
Christine Froidevaux,702,female
Carine Hue,703,female
Marie Arcadias,704,female
Edmond Lassalle,705,male
Christel Vrain,706,female
Pierre-Nicolas Mougel,707,male
Alexandra Degeest,708,female
Benoît Frénay,709,male
Michel Verleysen,710,male
Jim Hendler,711,male
Sameh Megrhi,712,female
Azeddine Beghdadi,713,male
Wided Souidène,714,female
Henri Ralambondrainy,715,male
Yves Lechevallier,716,male
Jean Daniel Lan-Sun-Luk,717,male
Jean-Pierre Chabriat,718,male
Christophe Salperwyck,719,male
Patrick Gros,720,male
Romain Guigourès,721,male
Thomas Baerecke,722,male
Thierry Despeyroux,723,male
Khaled Dehdou,724,male
Dominique Haoyuan Li,725,Non indicatif
Boris Baldassari,726,male
Flavien Huynh,727,male
Philippe Preux,728,male
Flavien Bouillot,729,male
Pascal Poncelet,730,male
Thomas Lebarbé,731,male
Caroline Collet,732,female
Alexandre Pauchet,733,male
Laurent Vercouter,734,male
Khaled Khelif,735,male
Albert Bifet,736,male
Bernhard Pfahringer,737,male
Alban Meffre,738,male
Christophe Collet,739,male
Nesrine Hassini,740,female
Khaoula Mahmoudi,741,female
Blaise Ngonmang,742,male
Audrey Laplante,743,female
Dominic Forest,744,male
Adrien Gressin,745,male
Nicole Vincent,746,female
Clément Mallet,747,male
Nicolas Paparoditis,748,male
Claude Pasquier,749,male
Lina Fahed,750,female
François Rioult,751,male
Régis Clouard,752,male
Mehdi Kaytoue-Uberall,753,male
Chiheb-Eddine Ben N’Cir,754,male
Nadia Essoussi,755,female
Ghada Landoulsi,756,female
Elise Desmier,757,female
Hela Masmoudi,758,female
Chiheb-Eddine Ben N&#146;Cir,759,male
Vincent Labatut,760,male
Anthony Perez,761,male
Duc Kinh Le Tran,762,male
Cécile Bothorel,763,female
Pascal Cheung Mon Chan,764,male
Mathieu Castets,765,male
Pascal Degenne,766,male
Danny Lo Seen,767,male
Abdelfettah Feliachi,768,male
Nathalie Abadie,769,female
Fayçal Hamdi,770,male
Sébastien Heymann,771,male
Bissan Audeh,772,female
Philippe Beaune,773,male
Michel Beigbeder,774,male
Pierre Chauveau Thoumelin,775,male
Didier Dubois,776,male
Martine Cadot,777,female
Yves Laprie,778,male
Tova Milo,779,female
Dana Codreanu,780,female
Florence Sedes,781,female
Amine Chaibi,782,male
Soumia Melzi,783,female
Florence Galtier,784,female
Antonio Penta,785,male
Yoan Chabot,786,male
Tahar Kechadi,787,male
Belhaj Rhouma Sourour,788,male
Asma Ben Achour,789,female
Malek Hajjem,790,male
Saaid Baraty,791,male
Daniel Rocacher,792,male
Noureddine Yacine Nair Benrekia,793,male
Fatiha Barigou,794,female
Baya Naouel Barigou,795,female
Baghdad Atmani,796,male
Bouziane Beldjilali,797,male
Sylvie Gibet,798,female
Clément Reverdy,799,male
Mehdi Khiari,800,male
Karim Tabia,801,male
Fabian Suchanek,802,male
Frédéric Dumonceaux,803,male
Guillaume Raschia,804,male
Marc Gelgon,805,male
Mory Ouattara,806,male
Ndeye Niang,807,female
Rania Gasri,808,female
Fouad Badran,809,male
Corinne Mandin,810,female
Jean-Philippe Métivier,811,male
Samir Loudni,812,male
Thierry Charnois,813,male
Fayrouz Soualah Alila,814,female
Florence Mendes,815,female
Seifeddine Mechti,816,male
Maher Jaoua,817,male
Lamia Hadrich Belguith,818,female
Gu&#776;nce Keziban Orman,819,male
Kafil Hajlaoui,820,male
Camille Kurtz,821,female
Daniel Rubin,822,male
Célia Da Costa Pereira,823,female
Mathieu Lafourcade,824,male
Patrick Lloret,825,male
David Combe,826,male
Elod Egyed-Zsigmond,827,male
Mathias Géry,828,male
Nizar Messai,829,male
Thomas Devogele,830,male
Nicolas Greffard,831,male
Dumitru-Clementin Cercel,832,male
Stefan Trausan-Matu,833,male
Youcef Bouziane,834,male
Naouel Barigou,835,female
Cassio Melo,836,male
Mohamed Hamdaoui,837,male
Dung Bui,838,Non indicatif
Marie-Aude Aufaure,839,female
Rokia Missaoui,840,female
Vincent Forissier,841,male
Cyril Broilliard,842,male
Philippe Simonnot,843,male
Clémentine Nebut,844,female
Aymen Sellaouti,845,male
Atef Hamouda,846,male
Aline Deruyver,847,female
Cédric Wemmert,848,male
Gabriel Frey,849,male
Julie Dawn Thompson,850,female
Mohamed K. El Mahrsi,851,male
Stéphane Lamassé,852,male
Julien Alerini,853,male
Willy Ugarte,854,male
Patrice Boizumault,855,male
Alban Lepailleur,856,male
Bin-Hui Chou,857,female
Einoshin Suzuki,858,male
Mohamed Nidhal Jelassi,859,male
Jean-Emile Symphor,860,male
Nathalie Aussenac-Gilles,861,female
Davide Buscaldi,862,male
Catherine Comparot,863,female
Mouna Kamel,864,female
Manuel Bouillon,865,male
Eric Anquetil,866,male
Abdullah Almaksour,867,male
Rim Touhami,868,female
Maxime Maillot,869,male
Michaël Aupetit,870,male
Gérard Govaert,871,male
Chedi Bechikh Ali,872,male
Hatem Haddad,873,male
Sylvie Guillaume,874,female
Pierre-Antoine Papon,875,male
Estelle Delpech,876,female
Laurent Candillier,877,male
Léa Laporte,878,female
Samuel Phan,879,male
Thomas Bourquard,880,male
Damien M. de Vienne,881,male
Florence D'Alche-Buc,882,female
Chahrazed Bouhini,883,female
Afef Zenned,884,female
Marouen Kachroudi,885,male
Sami Zghal,886,male
Cheikh Niang,887,male
Béatrice Bouchou,888,female
Moussa Lo,889,male
Yacine Sam,890,male
Olivier Champalle,891,male
Karim Sehaba,892,male
Nhat-Quang Doan,893,male
Sylvain Dormieu,894,male
Modou Gueye,895,male
Sabiha Tahrat,896,female
Fionn Murtagh,897,male
Dhafer Lahbib,898,male
Dominique Laurent,899,Non indicatif
Ghada Besbes,900,female
Hajer Baazaoui-Zghal,901,female
Henda Ben Ghezela,902,male
Thi-Bich-Hanh Dao,903,female
Khanh-Chuong Duong,904,male
Hoang-Tung Tran,905,male
Elisa Fromont,906,female
François Jacquenet,907,male
Adrien Martins,908,male
Aymeric Le Dorze,909,male
Laurent Garcia,910,male
Mohamed Charouel,911,male
Minyar Sassi-Hidri,912,female
Mohamed Ali Zoghlami,913,male
Nesrine Ben Yahia,914,female
Narjès Bellamine Ben Saoud,915,female
Henda Hajjami Ben Ghezala,916,male
Elias Egho,917,male
Nicolas Jay,918,male
Tianyang Liu,919,male
Catherine Roussey,920,female
Oscar Corcho,921,male
Ond&#711;rej Šváb-Zamazal,922,male
François Scharffe,923,male
Stephan Bernard,924,male
Fatma Hamdi,925,female
Christophe Moulin,926,male
Cécile Barat,927,female
Christophe Ducottet,928,male
Maha Amami,929,female
Sergei O. Kuznetsov,930,male
Juraj Macko,931,male
Wagner Meira Jr,932,male
Géraldine Polaillon,933,female
Paula Brito,934,female
Laurent Vezard,935,male
Pierrick Legrand,936,male
Marie Chavent,937,female
Frédérique Faïta-Aïnseba,938,female
Julien Clauzel,939,male
Lazhar Labiod,940,male
Florent Lalys,941,male
Laurent Riffaud,942,male
Brivael Trelhu,943,male
Pierre Jannin,944,male
Hassan Chouaib,945,male
Florence Cloppet,946,female
Salvatore-Antoine Tabbone,947,male
Fatma Karem,948,female
Mounir Dhibi,949,male
The Anh Dang,950,female
Bilal Idiri,951,male
Christine Martin,952,female
Renata Ghisloti,953,female
Dan A. Simovici,954,male
Christian Belbeze,955,male
Max Chevalier,956,male
Gaël Dias,957,male
François Trousset,958,male
Gérard Dray,959,male
Adriana Prado,960,female
Noel Novelli,961,male
Ekaterina Simonenko,962,female
Asma Ben Zakour,963,female
Sofian Maabout,964,male
Mohamed Mosbah,965,male
Marc Sistiaga,966,male
Kouhei Takemoto,967,male
Shigeru Takano,968,male
Marinette Amirault-Thébault,969,female
Nicolas Creff,970,male
Frédéric Pennerath,971,male
Wei Wang,972,Non indicatif
Willy Allègre,973,male
Thomas Burger,974,male
Pascal Berruet,975,male
Jean-Yves Antoine,976,male
Michel Tenenhaus,977,male
Catherine Dominguès,978,female
Olivier Corby,979,male
Fayrouz Soualah-Alila,980,female
Najeh Naffakhi,981,male
Mohand Boughanem,982,male
Donato Malerba,983,male
Sébastien Lafon,984,male
Christiane Guinot,985,female
